Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
EQU	0	16/12/11	21:50:24	21:50:26	-61.3233	0.0083	-1.02	NaN	12766529.00	409.53	13506214.00	0.14	25.96	964.51	963.93	-1.07	3.28	84.95	50.00	-55.42	9.83	9.64	9.85	0.37	4.62	19.12	6.31	393.38	-0.94	0.400	0.0	0.00	3.095	28.893	31.541	114.00	12.37	-38.583	-1.6775
EQU	0	16/12/11	21:51:53	21:51:55	-61.3266	0.0041	-1.02	NaN	12764454.00	409.63	13503347.00	0.14	25.95	964.59	963.97	-0.20	3.28	83.21	50.00	-55.42	9.83	9.64	9.85	0.37	4.94	19.12	6.31	393.12	-0.93	0.407	0.0	0.00	3.062	28.908	31.591	114.00	12.38	-38.583	-1.6822
EQU	0	16/12/11	21:53:23	21:53:25	-61.3300	0.0004	-1.02	NaN	12763106.00	409.53	13508580.00	0.14	25.94	964.54	964.07	-0.34	3.29	82.42	50.00	-55.43	9.83	9.64	9.85	0.37	4.62	19.06	6.31	393.25	-0.94	0.403	0.0	0.00	3.027	28.881	31.593	113.90	12.38	-38.583	-1.6930
EQU	16384	16/12/11	21:54:54	21:54:56	-61.3334	-0.0022	-1.03	NaN	12762356.00	409.44	13510340.00	0.13	25.93	964.62	964.03	-0.32	3.29	82.52	50.00	-55.42	9.83	9.64	9.85	0.37	4.50	19.06	6.31	392.99	-0.93	0.398	0.0	0.00	2.985	28.890	31.645	113.90	12.40	-38.583	-1.6907
EQU	0	16/12/11	21:56:24	21:56:26	-61.3368	-0.0044	-1.03	NaN	12767111.00	409.48	13509234.00	0.13	25.92	964.60	964.12	-0.23	3.28	81.79	50.00	-55.42	9.83	9.64	9.85	0.37	4.62	19.06	6.31	393.36	-0.95	0.403	0.0	0.00	2.943	28.913	31.714	113.90	12.40	-38.583	-1.6938
EQU	0	16/12/11	21:57:54	21:57:56	-61.3402	-0.0065	-1.03	NaN	12762829.00	409.38	13505586.00	0.13	25.91	964.52	963.95	-0.37	3.29	84.37	50.00	-55.42	9.83	9.64	9.85	0.37	4.94	19.06	6.31	393.37	-0.95	0.400	0.0	0.00	2.914	28.913	31.743	113.90	12.40	-38.583	-1.6806
EQU	0	16/12/11	21:59:24	21:59:26	-61.3435	-0.0082	-1.03	NaN	12766614.00	409.63	13505423.00	0.13	25.90	964.59	964.12	-0.38	3.29	83.58	50.00	-55.44	9.83	9.64	9.85	0.37	4.81	19.00	6.31	393.09	-0.94	0.400	0.0	0.00	2.904	28.926	31.769	113.80	12.39	-38.583	-1.7643
EQU	128	16/12/11	22:00:53	22:00:55	-61.3457	-0.0104	-1.03	NaN	12765823.00	409.93	13505729.00	0.13	25.88	964.59	964.04	-0.32	3.19	83.00	50.00	-55.44	9.83	9.64	9.85	0.37	4.69	19.00	6.21	408.14	-1.00	0.959	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.8470
EQU	0	16/12/11	22:02:23	22:02:26	-61.3478	-0.0129	-1.13	NaN	12776119.00	404.20	13505748.00	0.13	25.87	964.57	964.20	-0.34	3.16	84.95	50.00	-55.44	9.83	9.64	9.85	0.37	4.56	19.00	6.21	480.50	-0.99	0.468	0.0	0.00	3.008	29.027	31.787	113.40	12.32	-38.583	-1.8269
EQU-DRAIN	0	16/12/11	22:03:53	22:03:56	-61.3508	-0.0123	-1.10	NaN	12768013.00	407.11	13508470.00	0.13	25.85	964.55	964.10	-0.31	3.19	84.00	50.00	-55.42	9.83	9.64	9.85	0.37	4.56	19.00	6.21	462.16	-1.02	0.433	0.0	0.00	3.037	29.026	31.758	113.00	12.26	-38.583	-1.8287
EQU	0	16/12/11	22:05:45	22:05:47	-61.3554	-0.0119	-1.14	NaN	12763069.00	409.45	13513946.00	0.14	25.85	964.49	964.10	-0.33	3.21	83.10	50.00	-55.42	9.83	9.64	9.85	0.37	4.62	19.19	6.21	426.72	-1.05	0.422	0.0	0.00	3.020	28.981	31.721	113.20	12.30	-38.583	-1.7883
EQU	0	16/12/11	22:07:13	22:07:15	-61.3593	-0.0110	-1.14	NaN	12759675.00	413.60	13507873.00	0.14	25.84	964.47	963.82	-0.32	3.23	84.53	50.00	-55.42	9.83	9.64	9.85	0.37	5.00	19.19	6.21	411.40	-1.01	0.397	0.0	0.00	3.041	28.927	31.636	113.20	12.30	-38.583	-1.7585
EQU	128	16/12/11	22:08:43	22:08:45	-61.3634	-0.0100	-1.10	NaN	12757444.00	415.70	13504920.00	0.14	25.85	964.48	964.05	-0.34	3.23	84.26	50.00	-55.40	9.82	9.64	9.85	0.37	4.81	19.25	6.21	404.20	-0.97	0.391	0.0	0.00	3.064	28.976	31.671	113.30	12.30	-38.583	-1.7396
EQU	0	16/12/11	22:10:14	22:10:16	-61.3676	-0.0089	-1.08	NaN	12751788.00	418.25	13505697.00	0.14	25.85	964.46	964.02	-0.30	3.26	83.21	50.00	-55.43	9.83	9.64	9.85	0.37	4.62	19.31	6.21	400.42	-0.95	0.392	0.0	0.00	3.064	28.985	31.682	113.50	12.32	-38.583	-1.7145
EQU	0	16/12/11	22:11:43	22:11:45	-61.3718	-0.0079	-1.06	NaN	12748883.00	419.70	13505142.00	0.14	25.85	964.52	964.20	-0.35	3.28	83.26	50.00	-55.42	9.83	9.64	9.85	0.37	4.56	19.25	6.21	398.13	-0.97	0.388	0.0	0.00	3.065	29.012	31.715	113.70	12.34	-38.583	-1.6919
EQU	0	16/12/11	22:13:13	22:13:15	-61.3759	-0.0063	-1.03	NaN	12742598.00	421.72	13509849.00	0.14	25.87	964.52	964.08	-0.40	3.29	82.84	50.00	-55.43	9.83	9.64	9.85	0.37	4.56	19.25	6.21	395.76	-0.96	0.397	0.0	0.00	3.045	29.002	31.721	114.00	12.37	-38.583	-1.6803
EQU	128	16/12/11	22:14:43	22:14:45	-61.3800	-0.0047	-1.02	NaN	12739351.00	424.69	13508594.00	0.14	25.88	964.46	964.09	-0.25	3.29	83.79	50.00	-55.41	9.83	9.64	9.85	0.37	4.75	19.19	6.11	393.69	-0.95	0.387	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.6761
EQU	0	16/12/11	22:16:13	22:16:15	-61.3841	-0.0042	-1.01	NaN	12733690.00	425.36	13529020.00	0.14	25.86	964.38	964.00	-0.37	3.29	85.38	50.00	-55.42	9.83	9.64	9.85	0.37	4.94	19.12	6.11	393.17	-0.94	0.384	0.0	0.00	2.990	28.969	31.735	114.70	12.47	-38.583	-1.6710
EQU	0	16/12/11	22:17:43	22:17:45	-61.3880	-0.0060	-1.00	NaN	12738758.00	424.98	13510740.00	0.14	25.86	964.34	963.85	-0.34	3.29	83.47	50.00	-55.42	9.82	9.64	9.85	0.37	3.50	19.06	6.11	392.75	-0.93	0.390	0.0	0.00	2.972	29.022	31.817	114.90	12.48	-38.583	-1.6588
EQU	0	16/12/11	22:19:13	22:19:15	-61.3919	-0.0089	-1.00	NaN	12742325.00	425.32	13507797.00	0.14	25.86	964.31	963.87	-0.37	3.29	83.26	50.00	-55.44	9.83	9.64	9.85	0.37	3.69	19.12	6.11	392.64	-0.92	0.388	0.0	0.00	2.959	29.045	31.859	114.90	12.50	-38.583	-1.6645
EQU	128	16/12/11	22:20:43	22:20:45	-61.3958	-0.0118	-1.00	NaN	12736444.00	427.44	13512053.00	0.14	25.85	964.33	963.82	-0.27	3.30	65.44	50.00	-55.43	9.83	9.64	9.85	0.37	4.75	19.06	6.11	392.47	-0.93	0.387	0.0	0.00	2.950	29.030	31.849	115.00	12.51	-38.583	-1.6680
EQU	0	16/12/11	22:22:13	22:22:15	-61.3995	-0.0145	-1.00	NaN	12738234.00	426.82	13503037.00	0.14	25.84	964.32	963.77	-0.44	3.30	92.17	52.00	-55.42	9.83	9.64	9.85	0.37	4.75	19.06	6.11	392.40	-0.92	0.388	0.0	0.00	2.949	29.015	31.831	115.00	12.51	-38.583	-1.6640
EQU	0	16/12/11	22:23:43	22:23:45	-61.4031	-0.0169	-1.01	NaN	12738373.00	426.63	13521036.00	0.14	25.84	964.31	963.78	-0.28	3.29	83.68	52.00	-55.41	9.83	9.64	9.85	0.37	4.56	19.06	6.11	392.30	-0.93	0.392	0.0	0.00	2.947	29.006	31.822	115.10	12.52	-38.583	-1.6559
EQU	128	16/12/11	22:25:13	22:25:15	-61.4061	-0.0199	-1.00	NaN	12742459.00	425.29	13501656.00	0.13	25.83	964.23	963.66	-0.37	3.29	85.86	52.00	-55.43	9.83	9.64	9.85	0.37	4.56	19.06	6.11	392.34	-0.92	0.393	0.0	0.00	2.961	28.998	31.799	115.00	12.50	-38.583	-1.6517
EQU	0	16/12/11	22:26:43	22:26:45	-61.4088	-0.0234	-0.99	NaN	12740192.00	424.28	13514957.00	0.14	25.84	964.20	963.48	-0.37	3.30	85.06	52.00	-55.42	9.83	9.64	9.85	0.37	4.69	19.06	6.11	392.02	-0.91	0.388	0.0	0.00	2.967	29.010	31.808	115.00	12.50	-38.583	-1.6874
EQU	0	16/12/11	22:28:13	22:28:15	-61.4118	-0.0240	-1.02	NaN	12746289.00	423.42	13505795.00	0.13	25.83	964.30	963.72	-0.30	3.30	85.43	52.00	-55.42	9.83	9.64	9.85	0.37	5.00	19.00	6.01	392.29	-0.93	0.396	0.0	0.00	2.973	29.046	31.845	115.00	12.49	-38.583	-1.7589
EQU	0	16/12/11	22:29:43	22:29:45	-61.4146	-0.0239	-1.08	NaN	12744678.00	422.63	13507259.00	0.13	25.81	964.11	963.36	-0.31	3.25	83.21	52.00	-55.41	9.82	9.64	9.85	0.37	4.75	19.00	6.11	401.63	-1.00	0.460	0.0	0.00	3.003	28.981	31.737	114.90	12.48	-38.583	-1.7432
EQU	128	16/12/11	22:31:13	22:31:15	-61.4176	-0.0253	-1.08	NaN	12747147.00	420.24	13508812.00	0.13	25.80	964.17	963.77	-0.28	3.28	85.06	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	19.00	6.01	396.84	-1.00	0.400	0.0	0.00	3.022	28.987	31.726	114.80	12.47	-38.583	0.0000
EQU	0	16/12/11	22:32:43	22:32:45	-61.4209	-0.0268	-1.06	NaN	12748499.00	420.16	13509546.00	0.13	25.79	964.06	963.51	-0.35	3.27	84.95	52.00	-55.41	9.82	9.64	9.85	0.37	4.56	18.94	6.01	393.21	-0.98	0.396	0.0	0.00	3.026	28.931	31.655	114.80	12.48	-38.583	-1.7083
EQU-DRAIN	0	16/12/11	22:34:13	22:34:15	-61.4243	-0.0286	-1.05	NaN	12749533.00	420.54	13512836.00	0.14	25.78	964.13	963.77	-0.44	3.28	84.85	52.00	-55.43	9.83	9.64	9.85	0.37	4.75	18.94	6.01	391.83	-0.97	0.395	0.0	0.00	3.088	28.954	31.621	114.70	12.45	-38.583	-1.7048
EQU	0	16/12/11	22:36:04	22:36:06	-61.4288	-0.0298	-1.05	NaN	12755583.00	416.72	13509840.00	0.14	25.77	964.16	963.79	-0.25	3.29	85.22	52.00	-55.42	9.83	9.64	9.85	0.37	4.75	18.94	6.01	391.16	-0.97	0.394	0.0	0.00	3.100	28.994	31.657	114.50	12.42	-38.583	-1.7098
EQU	0	16/12/11	22:37:34	22:37:36	-61.4324	-0.0305	-1.05	NaN	12761666.00	414.50	13503845.00	0.14	25.76	964.10	963.72	-0.25	3.29	85.43	52.00	-55.43	9.83	9.64	9.85	0.37	4.87	18.94	6.01	391.08	-0.97	0.397	0.0	0.00	3.087	28.958	31.627	114.50	12.42	-38.583	-1.7144
EQU	128	16/12/11	22:39:03	22:39:05	-61.4357	-0.0295	-1.05	NaN	12755818.00	414.81	13508227.00	0.13	25.75	964.23	963.92	-0.27	3.31	84.63	52.00	-55.40	9.83	9.64	9.85	0.37	3.50	18.94	6.01	391.24	-0.97	0.402	0.0	0.00	3.067	28.933	31.616	114.40	12.43	-38.583	-1.7142
EQU	0	16/12/11	22:40:33	22:40:35	-61.4387	-0.0264	-1.05	NaN	12757714.00	414.13	13508919.00	0.14	25.74	964.07	963.56	-0.28	3.29	106.55	52.00	-55.42	9.83	9.64	9.85	0.37	3.69	19.00	6.01	390.96	-0.97	0.413	0.0	0.00	3.047	28.872	31.562	114.30	12.42	-38.583	-1.7039
EQU	0	16/12/11	22:42:03	22:42:05	-61.4419	-0.0249	-1.05	NaN	12759244.00	414.12	13504220.00	0.14	25.73	964.01	963.51	-0.31	3.31	83.89	52.00	-55.41	9.83	9.64	9.85	0.37	4.75	19.00	6.01	391.04	-0.97	0.405	0.0	0.00	3.030	28.892	31.603	114.30	12.42	-38.583	-1.7044
EQU	0	16/12/11	22:43:33	22:43:35	-61.4448	-0.0266	-1.05	NaN	12758748.00	413.88	13506466.00	0.14	25.72	963.99	963.57	-0.27	3.30	84.90	52.00	-55.42	9.83	9.64	9.85	0.37	4.81	18.94	6.01	390.90	-0.96	0.409	0.0	0.00	3.029	28.905	31.620	114.50	12.44	-38.583	-1.7220
EQU	128	16/12/11	22:45:03	22:45:05	-61.4479	-0.0276	-1.06	NaN	12758917.00	413.62	13507448.00	0.13	25.71	964.02	963.34	-0.25	3.30	84.79	52.00	-55.41	9.82	9.64	9.85	0.37	4.62	18.94	6.01	391.10	-0.97	0.412	0.0	0.00	3.009	28.898	31.632	114.80	12.48	-38.583	-1.7104
EQU	0	16/12/11	22:46:33	22:46:35	-61.4509	-0.0286	-1.05	NaN	12761197.00	412.93	13503996.00	0.14	25.71	964.04	963.54	-0.28	3.27	84.47	52.00	-55.41	9.83	9.64	9.85	0.37	4.50	18.94	6.01	391.25	-0.97	0.412	0.0	0.00	2.998	28.919	31.668	115.00	12.50	-38.583	-1.7315
EQU	0	16/12/11	22:48:03	22:48:05	-61.4540	-0.0297	-1.08	NaN	12759187.00	413.07	13511373.00	0.14	25.70	963.92	963.43	-0.27	3.27	84.00	52.00	-55.40	9.83	9.64	9.85	0.37	4.62	18.87	6.01	393.04	-0.99	0.408	0.0	0.00	3.003	28.875	31.609	115.00	12.51	-38.583	-1.7175
EQU	0	16/12/11	22:49:33	22:49:35	-61.4572	-0.0309	-1.06	NaN	12758908.00	412.87	13508398.00	0.14	25.69	963.82	963.33	-0.28	3.28	82.84	52.00	-55.41	9.82	9.64	9.85	0.37	5.00	18.87	6.01	391.90	-0.97	0.415	0.0	0.00	2.965	28.874	31.646	115.10	12.53	-38.583	-1.7045
EQU	128	16/12/11	22:51:03	22:51:05	-61.4605	-0.0319	-1.05	NaN	12759163.00	413.20	13510055.00	0.14	25.69	963.91	963.53	-0.28	3.29	84.85	52.00	-55.41	9.83	9.64	9.85	0.37	4.75	18.87	6.01	392.36	-0.97	0.418	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7027
EQU	0	16/12/11	22:52:33	22:52:35	-61.4638	-0.0331	-1.04	NaN	12760507.00	413.33	13506695.00	0.14	25.68	963.81	963.30	-0.25	3.29	83.89	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	18.87	6.01	391.85	-0.96	0.419	0.0	0.00	2.978	28.832	31.582	115.00	12.51	-38.583	-1.6897
EQU	0	16/12/11	22:54:03	22:54:05	-61.4670	-0.0345	-1.03	NaN	12759446.00	413.56	13511735.00	0.14	25.67	963.80	963.29	-0.28	3.29	83.73	52.00	-55.41	9.82	9.64	9.85	0.37	4.50	18.94	6.01	391.27	-0.95	0.418	0.0	0.00	2.977	28.901	31.667	114.80	12.49	-38.583	-1.7592
EQU	0	16/12/11	22:55:33	22:55:35	-61.4700	-0.0337	-1.07	NaN	12760769.00	413.36	13501502.00	0.14	25.68	963.83	963.42	-0.27	3.27	84.85	52.00	-55.41	9.83	9.64	9.85	0.37	4.75	18.87	6.01	399.00	-0.99	0.443	0.0	0.00	2.968	28.860	31.626	114.70	12.48	-38.583	-1.7189
EQU	0	16/12/11	22:57:03	22:57:05	-61.4729	-0.0336	-1.07	NaN	12761088.00	413.13	13505947.00	0.14	25.67	963.81	963.21	-0.25	3.21	84.79	52.00	-55.39	9.83	9.64	9.85	0.37	4.94	18.87	6.01	395.10	-0.98	0.525	0.0	0.00	2.970	28.874	31.641	114.60	12.47	-38.583	-1.7705
EQU	0	16/12/11	22:58:33	22:58:35	-61.4758	-0.0331	-1.12	NaN	12761569.00	411.17	13510300.00	0.14	25.66	963.77	963.33	-0.25	3.27	84.47	52.00	-55.39	9.83	9.64	9.85	0.37	3.50	18.81	6.01	410.98	-1.02	0.413	0.0	0.00	3.025	28.844	31.549	114.20	12.42	-38.583	-1.7342
EQU	0	16/12/11	23:00:03	23:00:05	-61.4785	-0.0339	-1.09	NaN	12762943.00	412.03	13510132.00	0.14	25.64	963.79	963.32	-0.25	3.26	83.73	52.00	-55.39	9.83	9.64	9.85	0.37	3.69	18.87	6.01	400.14	-1.00	0.440	0.0	0.00	3.017	28.844	31.559	113.90	12.38	-38.583	-1.6997
EQU	128	16/12/11	23:01:33	23:01:35	-61.4808	-0.0350	-1.06	NaN	12758678.00	413.02	13510886.00	0.14	25.64	963.80	963.26	-0.31	3.27	74.16	52.00	-55.41	9.83	9.64	9.85	0.37	4.75	18.81	6.11	396.13	-0.98	0.442	0.0	0.00	3.071	28.845	31.507	113.70	12.35	-38.583	-1.7054
EQU	0	16/12/11	23:03:04	23:03:06	-61.4831	-0.0365	-1.07	NaN	12759574.00	413.43	13507332.00	0.14	25.63	963.70	963.17	-0.30	3.27	84.05	52.00	-55.40	9.83	9.64	9.85	0.37	4.75	18.87	6.11	394.58	-0.98	0.453	0.0	0.00	3.078	28.813	31.460	113.50	12.33	-38.583	-1.6893
EQU-DRAIN	0	16/12/11	23:04:33	23:04:35	-61.4853	-0.0385	-1.05	NaN	12759270.00	413.52	13507424.00	0.14	25.62	963.79	963.13	-0.28	3.27	83.26	52.00	-55.44	9.83	9.64	9.85	0.37	4.56	18.81	6.01	392.83	-0.96	0.443	0.0	0.00	3.096	28.809	31.438	113.30	12.31	-38.583	-1.7286
EQU	0	16/12/11	23:06:25	23:06:27	-61.4872	-0.0424	-1.07	NaN	12757200.00	414.44	13509580.00	0.14	25.61	963.65	963.00	-0.31	3.27	84.95	52.00	-55.46	9.83	9.64	9.85	0.37	4.50	18.87	6.11	394.96	-0.98	0.442	0.0	0.00	3.104	28.785	31.403	113.20	12.29	-38.583	-1.7414
EQU	0	16/12/11	23:07:53	23:07:55	-61.4884	-0.0463	-1.07	NaN	12752482.00	417.77	13510565.00	0.14	25.60	963.69	963.08	-0.32	3.24	83.89	52.00	-55.45	9.83	9.64	9.85	0.37	4.56	18.81	6.11	393.13	-0.99	0.501	0.0	0.00	3.088	28.821	31.461	113.10	12.29	-38.583	-1.8261
EQU	0	16/12/11	23:09:23	23:09:25	-61.4894	-0.0506	-1.14	NaN	12748300.00	418.65	13516001.00	0.14	25.59	963.58	962.92	-0.31	3.20	72.99	52.00	-55.41	9.83	9.64	9.85	0.37	4.81	18.81	6.01	418.59	-1.03	0.459	0.0	0.00	3.114	28.826	31.442	113.00	12.27	-38.583	-1.8369
EQU	0	16/12/11	23:10:53	23:10:55	-61.4912	-0.0546	-1.14	NaN	12753112.00	415.97	13510653.00	0.14	25.59	963.49	962.77	-0.26	3.21	84.95	52.00	-55.41	9.83	9.64	9.85	0.37	4.81	18.75	6.11	429.24	-1.06	0.434	0.0	0.00	3.155	28.845	31.424	112.90	12.25	-38.583	-1.8353
EQU	0	16/12/11	23:12:23	23:12:25	-61.4930	-0.0589	-1.13	NaN	12753887.00	417.11	13510810.00	0.14	25.58	963.58	962.59	-0.37	3.19	83.00	52.00	-55.42	9.83	9.64	9.85	0.37	4.62	18.75	6.01	440.67	-1.05	0.605	0.0	0.00	3.092	28.832	31.470	113.00	12.27	-38.583	-1.8333
EQU	0	16/12/11	23:13:53	23:13:55	-61.4944	-0.0624	-1.14	NaN	12755289.00	416.64	13506406.00	0.14	25.57	963.53	962.84	-0.41	1.88	85.06	52.00	-55.42	9.83	9.64	9.85	0.37	4.50	18.69	6.11	414.70	-0.45	0.396	0.0	0.00	3.173	28.954	31.538	112.90	12.23	-38.583	-1.8327
EQU	128	16/12/11	23:15:23	23:15:25	-61.4960	-0.0665	-1.05	NaN	12732161.00	432.11	13509880.00	0.13	25.56	963.54	962.87	-0.39	3.24	84.95	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	18.75	6.01	419.39	-0.97	0.470	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	47.0000
EQU	0	16/12/11	23:16:53	23:16:55	-61.4979	-0.0714	-1.16	NaN	12751127.00	420.00	13507150.00	0.14	25.56	963.36	962.69	-0.36	3.28	85.43	52.00	-55.44	9.83	9.64	9.85	0.37	5.00	18.62	6.01	409.08	-1.06	0.420	0.0	0.00	3.150	28.568	31.096	113.40	12.33	-38.583	-1.8187
EQU	0	16/12/11	23:18:23	23:18:25	-61.5010	-0.0738	-1.16	NaN	12754541.00	416.81	13505412.00	0.13	25.54	963.52	962.87	-0.42	3.31	84.47	52.00	-55.46	9.83	9.64	9.85	0.37	4.75	18.62	6.01	401.45	-1.08	0.414	0.0	0.00	3.005	28.394	31.027	113.80	12.43	-38.583	-1.7820
EQU	0	16/12/11	23:19:53	23:19:55	-61.5043	-0.0756	-1.14	NaN	12754742.00	416.70	13508168.00	0.14	25.53	963.51	962.61	-0.34	3.32	84.21	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	18.62	6.01	397.17	-1.05	0.410	0.0	0.00	2.783	28.318	31.150	114.30	12.54	-38.583	-1.7562
EQU	128	16/12/11	23:21:23	23:21:25	-61.5073	-0.0780	-1.11	NaN	12753975.00	417.04	13507173.00	0.14	25.52	963.29	962.74	-0.32	3.30	91.22	52.00	-55.43	9.83	9.64	9.85	0.37	4.50	18.62	6.11	394.67	-1.03	0.512	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.8499
EQU	0	16/12/11	23:22:53	23:22:55	-61.5104	-0.0791	-1.15	NaN	12754942.00	416.55	13508673.00	0.14	25.50	963.54	962.93	-0.39	3.28	84.47	52.00	-55.42	9.83	9.64	9.85	0.37	4.81	18.62	6.11	434.42	-1.08	0.568	0.0	0.00	2.545	28.426	31.515	114.30	12.59	-38.583	-1.8477
EQU	0	16/12/11	23:24:23	23:24:25	-61.5134	-0.0770	-1.18	NaN	12756475.00	414.32	13514237.00	0.14	25.50	963.25	962.49	-0.35	3.29	84.47	52.00	-55.44	9.83	9.64	9.85	0.37	4.81	18.62	6.01	418.68	-1.09	0.450	0.0	0.00	2.450	28.372	31.542	114.10	12.59	-38.583	-1.8237
EQU	0	16/12/11	23:25:53	23:25:55	-61.5164	-0.0753	-1.17	NaN	12758906.00	414.94	13509244.00	0.14	25.49	963.45	962.99	-0.37	3.30	84.42	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	18.62	6.01	409.95	-1.08	0.494	0.0	0.00	2.441	28.324	31.493	113.50	12.54	-38.583	-1.8342
EQU	0	16/12/11	23:27:23	23:27:25	-61.5190	-0.0734	-1.17	NaN	12754939.00	415.00	13504455.00	0.14	25.49	963.32	962.65	-0.34	3.30	84.37	52.00	-55.42	9.83	9.64	9.85	0.37	4.56	18.69	6.01	410.35	-1.09	0.472	0.0	0.00	2.362	28.189	31.404	113.60	12.57	-38.583	-1.8140
EQU	0	16/12/11	23:28:53	23:28:55	-61.5215	-0.0749	-1.17	NaN	12756098.00	414.48	13508179.00	0.14	25.48	963.28	962.56	-0.32	3.29	84.42	52.00	-55.43	9.83	9.64	9.85	0.37	4.62	18.69	6.01	403.46	-1.07	0.420	0.0	0.00	2.288	28.160	31.442	113.60	12.60	-38.583	-1.7966
EQU	0	16/12/11	23:30:23	23:30:25	-61.5237	-0.0767	-1.15	NaN	12754493.00	415.49	13505953.00	0.14	25.47	963.15	962.49	-0.40	0.06	82.73	52.00	-55.52	9.83	9.64	9.85	0.37	5.00	18.62	6.11	393.45	-0.77	0.512	0.0	0.00	2.393	28.423	31.661	113.30	12.51	-38.583	-1.5861
EQU	128	16/12/11	23:31:53	23:31:55	-61.5260	-0.0780	-0.91	NaN	12694949.00	458.85	13505845.00	0.14	25.46	963.28	962.57	-0.19	0.05	84.42	52.00	-55.52	9.83	9.64	9.85	0.37	4.75	18.62	6.01	384.66	-0.26	0.480	0.0	0.00	2.679	28.670	31.679	113.10	12.39	-38.583	-1.3076
EQU	0	16/12/11	23:33:23	23:33:25	-61.5288	-0.0787	-0.85	NaN	12679972.00	468.34	13504601.00	0.14	25.44	963.21	962.65	-0.19	0.05	100.61	52.00	-55.51	9.83	9.64	9.85	0.37	4.56	18.62	6.11	379.39	0.16	0.449	0.0	0.00	2.895	28.888	31.731	113.30	12.34	-38.583	-1.4141
EQU-DRAIN	0	16/12/11	23:34:53	23:34:55	-61.5318	-0.0793	-0.79	NaN	12666348.00	479.08	13509267.00	0.14	25.43	963.30	962.77	-0.19	0.05	88.02	52.00	-55.40	9.83	9.64	9.85	0.37	4.50	18.62	6.11	376.13	0.52	0.441	0.0	0.00	3.082	29.087	31.788	113.70	12.33	-38.583	-1.7064
EQU	0	16/12/11	23:36:45	23:36:47	-61.5354	-0.0797	-0.66	NaN	12662614.00	482.14	13504443.00	0.14	25.42	963.23	962.59	-0.19	0.05	84.58	52.00	-55.40	9.83	9.64	9.85	0.37	4.56	18.62	6.11	374.36	0.89	0.469	0.0	0.00	3.297	29.368	31.913	114.00	12.29	-38.583	-1.7117
EQU	0	16/12/11	23:38:13	23:38:15	-61.5382	-0.0795	-0.52	NaN	12661833.00	482.63	13498512.00	0.14	25.42	963.27	962.71	-0.19	0.05	84.42	52.00	-55.39	9.83	9.64	9.85	0.37	4.94	18.62	6.11	372.59	1.20	0.464	0.0	0.00	3.473	29.567	31.978	114.30	12.26	-38.583	-1.4117
EQU	0	16/12/11	23:39:43	23:39:45	-61.5411	-0.0791	-0.38	NaN	12661688.00	482.71	13508972.00	0.14	25.41	963.12	962.43	-0.21	0.05	84.69	52.00	-55.41	9.83	9.64	9.85	0.37	4.75	18.62	6.11	371.12	1.50	0.474	0.0	0.00	3.649	29.607	31.852	114.60	12.24	-38.583	-1.4139
EQU	128	16/12/11	23:41:13	23:41:15	-61.5442	-0.0811	-0.20	NaN	12660695.00	482.95	13513679.00	0.14	25.40	963.09	962.58	-0.20	0.05	84.53	52.00	-55.40	9.83	9.64	9.85	0.37	4.62	18.62	6.11	368.74	1.72	0.464	0.0	0.00	3.839	29.931	32.051	114.70	12.18	-38.583	-1.4819
EQU	0	16/12/11	23:42:43	23:42:45	-61.5478	-0.0809	-0.06	NaN	12669231.00	475.67	13511704.00	0.14	25.39	963.29	962.62	-0.37	0.05	84.69	52.00	-55.39	9.83	9.64	9.85	0.37	4.56	18.62	6.11	368.29	2.02	0.472	0.0	0.00	4.021	30.027	31.985	114.80	12.14	-38.583	-0.7403
EQU	0	16/12/11	23:44:13	23:44:15	-61.5517	-0.0798	0.11	NaN	12660486.00	481.68	13506372.00	0.14	25.37	963.22	962.51	-0.18	0.05	84.37	52.00	-55.39	9.83	9.64	9.85	0.37	4.62	18.69	6.11	367.92	2.25	0.458	0.0	0.00	4.196	30.214	32.036	114.90	12.10	-38.583	-0.5849
