Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	O2 um/l	O2 temp	Ch conc	Ch temp	Press	Temp	Cond	Sal	O2%	O2ppm	Temp2	TempIntake
STD1z	0	16/12/11	15:04:55	15:04:57	-60.5584	-0.0757	-0.93	0.00	13535345.00	-0.26	13540344.00	-0.31	27.36	965.95	965.63	-0.27	3.36	191.13	43.00	-55.26	9.82	9.64	9.85	0.37	4.81	21.19	8.75	396.87	-0.92	0.269	0.0	0.00	6.683	30.210	29.742	119.80	12.06	-38.583	-1.7780
STD4s	128	16/12/11	15:09:25	15:09:28	-60.5663	-0.0643	-1.00	0.00	12739311.00	427.28	13537198.00	-0.30	27.42	965.91	965.54	-0.16	3.35	50.77	43.00	-55.26	9.83	9.64	9.85	0.37	4.81	21.12	8.86	397.89	-0.95	0.366	0.0	0.00	4.484	29.447	30.867	124.20	13.09	-38.583	-1.7733
STD1	128	16/12/11	15:13:51	15:13:53	-60.5737	-0.0609	-1.03	0.00	13532192.00	-0.09	13545275.00	-0.33	27.47	965.94	965.46	-0.01	3.38	190.94	43.00	-55.21	9.82	9.64	9.85	0.37	4.69	21.19	8.96	397.37	-0.95	0.293	0.0	0.00	3.730	29.258	31.361	122.10	13.06	-38.583	-1.7264
STD2	0	16/12/11	15:18:21	15:18:24	-60.5821	-0.0661	-1.02	357.83	12845028.00	357.40	13529823.00	-0.31	27.52	965.94	965.41	-0.10	3.40	52.16	43.00	-55.25	9.82	9.64	9.85	0.37	4.69	21.25	8.96	396.00	-0.93	0.2	0.0	0.00	3.317	29.132	31.611	120.00	12.95	-38.583	-1.7189
STD3	0	16/12/11	15:22:51	15:22:53	-60.5888	-0.0683	-1.06	377.50	12811888.00	377.38	13552091.00	-0.31	27.59	965.89	965.46	-0.03	3.39	60.58	43.00	-55.23	9.82	9.64	9.85	0.37	4.69	21.37	8.96	412.05	-0.96	0.343	0.0	0.00	3.043	29.019	31.744	118.70	12.89	-38.583	-1.7707
STD4	0	16/12/11	15:27:21	15:27:23	-60.5959	-0.0710	-1.07	427.83	12741414.00	427.74	13536264.00	-0.31	27.65	965.92	965.55	-0.04	3.37	51.05	43.00	-55.23	9.82	9.64	9.85	0.37	4.69	21.37	8.96	407.46	-1.00	0.371	0.0	0.00	2.952	28.946	31.745	117.10	12.74	-38.583	-1.8081
ATM-DRAIN	0	16/12/11	15:31:51	15:31:53	-60.6030	-0.0739	-1.10	NaN	12796383.00	388.75	13478624.00	0.58	27.68	965.92	965.60	-0.08	3.37	96.62	43.00	-55.23	9.83	9.64	9.85	0.37	4.69	21.37	8.96	398.53	-1.01	0.322	0.0	0.00	2.948	28.894	31.686	115.50	12.57	-38.583	-1.7963
ATM	0	16/12/11	15:33:43	15:33:45	-60.6062	-0.0752	-1.09	NaN	12795017.00	388.72	13478491.00	0.59	27.68	965.92	965.65	-0.22	3.38	96.79	43.00	-55.25	9.82	9.64	9.85	0.37	4.69	21.25	8.96	398.18	-1.00	0.312	0.0	0.00	2.936	28.927	31.738	114.80	12.49	-38.583	-1.7879
ATM	0	16/12/11	15:35:11	15:35:13	-60.6091	-0.0747	-1.09	NaN	12795265.00	388.75	13483619.00	0.58	27.69	965.94	965.67	-0.19	3.37	96.33	43.00	-55.25	9.82	9.64	9.85	0.37	4.69	21.25	8.86	397.44	-0.99	0.281	0.0	0.00	2.965	28.910	31.689	114.10	12.42	-38.583	-1.7695
ATM	0	16/12/11	15:36:41	15:36:43	-60.6123	-0.0743	-1.07	NaN	12799102.00	388.77	13474405.00	0.57	27.69	965.98	965.58	-0.18	3.39	96.44	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.31	8.86	394.17	-0.98	0.275	0.0	0.00	2.935	28.916	31.726	113.90	12.40	-38.583	-1.7469
ATM	0	16/12/11	15:38:11	15:38:13	-60.6154	-0.0750	-1.04	NaN	12804070.00	388.80	13474566.00	0.56	27.70	965.93	965.56	-0.23	3.37	96.62	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.31	8.86	392.73	-0.95	0.273	0.0	0.00	2.946	28.912	31.710	113.60	12.37	-38.583	-1.7862
ATM	128	16/12/11	15:39:41	15:39:44	-60.6180	-0.0755	-1.06	NaN	12795761.00	388.77	13479086.00	0.56	27.72	965.89	965.61	-0.25	3.35	96.56	43.00	-55.32	9.82	9.64	9.85	0.37	4.69	21.37	8.86	401.24	-0.99	0.359	0.0	0.00	2.930	28.933	31.750	113.60	12.36	-38.583	-1.7923
ATM	0	16/12/11	15:41:11	15:41:13	-60.6205	-0.0756	-1.08	NaN	12797374.00	388.70	13476908.00	0.56	27.73	965.89	965.48	-0.15	3.36	96.16	43.00	-55.31	9.82	9.64	9.85	0.37	4.75	21.31	8.75	400.72	-0.98	0.324	0.0	0.00	2.915	28.924	31.756	113.50	12.36	-38.583	-1.7977
ATM	0	16/12/11	15:42:41	15:42:43	-60.6232	-0.0750	-1.09	NaN	12795529.00	388.72	13484992.00	0.55	27.74	965.90	965.52	-0.23	3.35	96.27	43.00	-55.28	9.82	9.64	9.85	0.37	4.75	21.37	8.75	402.38	-1.00	0.334	0.0	0.00	2.889	28.917	31.772	113.60	12.37	-38.583	-1.8011
ATM	0	16/12/11	15:44:11	15:44:13	-60.6258	-0.0745	-1.09	NaN	12795982.00	388.63	13482095.00	0.55	27.75	965.89	965.63	-0.16	3.35	96.56	43.00	-55.24	9.82	9.64	9.85	0.37	4.87	21.37	8.75	402.17	-1.00	0.351	0.0	0.00	2.901	28.885	31.721	113.40	12.35	-38.583	-1.8388
ATM	128	16/12/11	15:45:42	15:45:44	-60.6283	-0.0732	-1.08	NaN	12794987.00	388.65	13481561.00	0.54	27.75	965.94	965.50	0.00	1.49	96.68	43.00	-55.24	9.82	9.64	9.85	0.37	4.94	21.37	8.75	414.53	-0.50	0.400	0.0	0.00	2.986	29.388	32.247	113.10	12.26	-38.583	-1.8230
EQU	0	16/12/11	15:50:37	15:50:39	-60.6389	-0.0698	-1.09	NaN	12725060.00	436.13	13517339.00	0.22	27.78	965.94	965.64	-0.35	3.35	75.20	43.00	-55.30	9.82	9.64	9.85	0.37	4.81	21.44	8.65	0.00	0.00	0.283	0.0	0.00	2.463	28.356	31.510	114.00	12.57	-38.583	-1.7851
EQU	0	16/12/11	15:52:05	15:52:07	-60.6420	-0.0684	-1.07	NaN	12740055.00	426.57	13502939.00	0.22	27.78	965.98	965.59	-0.33	3.35	76.54	43.00	-55.29	9.82	9.64	9.85	0.37	4.75	21.44	8.65	396.70	-0.98	0.282	0.0	0.00	2.266	28.405	31.766	114.00	12.62	-38.583	-1.7800
EQU	0	16/12/11	15:53:34	15:53:36	-60.6445	-0.0666	-1.07	NaN	12744910.00	424.61	13505773.00	0.21	27.80	965.99	965.59	-0.28	3.36	78.25	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.37	8.65	394.21	-0.98	0.313	0.0	0.00	2.160	28.388	31.851	113.60	12.60	-38.583	-1.8025
EQU	0	16/12/11	15:55:04	15:55:06	-60.6467	-0.0651	-1.07	NaN	12742779.00	424.03	13504955.00	0.20	27.80	966.00	965.65	-0.38	3.36	78.91	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.44	8.65	397.81	-0.98	0.353	0.0	0.00	2.113	28.424	31.942	113.20	12.56	-38.583	-1.7869
EQU	128	16/12/11	15:56:34	15:56:36	-60.6489	-0.0641	-1.07	NaN	12749698.00	423.39	13496148.00	0.20	27.81	965.95	965.55	-0.36	3.35	77.85	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.37	8.65	396.49	-0.97	0.354	0.0	0.00	2.079	28.415	31.965	113.00	12.55	-38.583	-1.8434
EQU	0	16/12/11	15:58:04	15:58:06	-60.6507	-0.0627	-1.07	NaN	12744766.00	424.98	13494613.00	0.19	27.82	965.95	965.56	-0.25	3.23	82.00	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.44	8.65	414.47	-0.94	0.437	0.0	0.00	2.091	28.500	32.059	112.80	12.52	-38.583	-1.8251
EQU	0	16/12/11	15:59:34	15:59:36	-60.6526	-0.0614	-1.09	NaN	12746202.00	424.30	13504218.00	0.19	27.84	966.01	965.67	-0.32	3.31	79.42	43.00	-55.29	9.83	9.64	9.85	0.37	4.69	21.37	8.65	412.27	-0.95	0.345	0.0	0.00	2.154	28.393	31.863	112.50	12.49	-38.583	-1.8302
EQU-DRAIN	0	16/12/11	16:01:04	16:01:06	-60.6550	-0.0597	-1.11	NaN	12748196.00	423.52	13507088.00	0.18	27.84	965.98	965.53	-0.35	3.34	79.99	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.37	8.55	403.91	-0.97	0.324	0.0	0.00	2.103	28.408	31.933	112.70	12.51	-38.583	-1.8393
EQU	0	16/12/11	16:02:55	16:02:58	-60.6584	-0.0566	-1.12	NaN	12753990.00	416.22	13512003.00	0.18	27.84	966.04	965.71	-0.31	3.34	79.63	43.00	-55.29	9.82	9.64	9.85	0.37	4.75	21.37	8.55	399.82	-0.98	0.292	0.0	0.00	2.050	28.347	31.910	112.70	12.54	-38.583	-1.7915
EQU	0	16/12/11	16:04:24	16:04:26	-60.6610	-0.0541	-1.10	NaN	12754425.00	419.61	13508104.00	0.18	27.84	965.95	965.57	-0.35	3.36	80.35	43.00	-55.29	9.82	9.64	9.85	0.37	4.75	21.31	8.55	395.92	-0.96	0.286	0.0	0.00	2.032	28.342	31.921	112.40	12.51	-38.583	-1.7653
EQU	0	16/12/11	16:05:54	16:05:56	-60.6641	-0.0531	-1.07	NaN	12747606.00	420.37	13512836.00	0.17	27.85	965.99	965.66	-0.40	3.35	80.09	43.00	-55.31	9.82	9.64	9.85	0.37	4.75	21.37	8.55	393.77	-0.94	0.285	0.0	0.00	2.013	28.345	31.946	112.20	12.49	-38.583	-1.7629
EQU	0	16/12/11	16:07:24	16:07:26	-60.6673	-0.0521	-1.05	NaN	12748028.00	421.90	13515025.00	0.17	27.85	965.95	965.52	-0.28	3.36	81.85	43.00	-55.29	9.82	9.64	9.85	0.37	4.75	21.37	8.55	392.75	-0.92	0.284	0.0	0.00	2.000	28.345	31.959	111.90	12.46	-38.583	-1.7478
EQU	0	16/12/11	16:08:54	16:08:56	-60.6703	-0.0508	-1.05	NaN	12750890.00	422.70	13501213.00	0.17	27.86	965.97	965.57	-0.27	3.37	80.09	43.00	-55.29	9.82	9.64	9.85	0.37	4.75	21.37	8.45	392.35	-0.91	0.288	0.0	0.00	1.959	28.373	32.035	111.90	12.46	-38.583	-1.7431
EQU	128	16/12/11	16:10:24	16:10:26	-60.6732	-0.0501	-1.04	NaN	12744846.00	423.29	13509646.00	0.17	27.86	965.91	965.48	-0.31	3.37	78.81	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.37	8.45	392.08	-0.90	0.292	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7419
EQU	0	16/12/11	16:11:54	16:11:56	-60.6761	-0.0501	-1.04	NaN	12748447.00	423.52	13506068.00	0.17	27.87	965.99	965.47	-0.33	3.38	80.81	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.44	8.45	392.51	-0.91	0.299	0.0	0.00	1.875	28.316	32.049	111.80	12.47	-38.583	-1.7514
EQU	0	16/12/11	16:13:24	16:13:26	-60.6789	-0.0492	-1.04	NaN	12748876.00	423.53	13500906.00	0.17	27.88	965.94	965.62	-0.33	3.38	80.24	43.00	-55.27	9.82	9.64	9.85	0.37	4.62	21.44	8.35	392.03	-0.90	0.304	0.0	0.00	1.808	28.289	32.083	111.80	12.49	-38.583	-1.7323
EQU	0	16/12/11	16:14:54	16:14:56	-60.6817	-0.0480	-1.04	NaN	12744782.00	423.35	13513567.00	0.17	27.89	965.98	965.63	-0.33	3.39	82.16	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.44	8.35	392.29	-0.90	0.300	0.0	0.00	1.756	28.250	32.088	111.70	12.51	-38.583	-1.7199
EQU	128	16/12/11	16:16:24	16:16:26	-60.6845	-0.0464	-1.02	NaN	12743646.00	423.80	13512785.00	0.17	27.89	965.99	965.62	-0.33	3.40	81.07	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.37	8.35	392.27	-0.88	0.302	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7156
EQU	0	16/12/11	16:17:54	16:17:56	-60.6871	-0.0440	-1.01	NaN	12745436.00	423.85	13512484.00	0.16	27.89	966.00	965.57	-0.22	3.40	82.16	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.44	8.35	392.39	-0.88	0.303	0.0	0.00	1.735	28.236	32.091	111.40	12.48	-38.583	-1.7149
EQU	0	16/12/11	16:19:24	16:19:26	-60.6898	-0.0429	-1.01	NaN	12748201.00	423.81	13507276.00	0.16	27.90	966.01	965.59	-0.23	3.40	82.11	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.44	8.25	392.22	-0.87	0.310	0.0	0.00	1.740	28.261	32.117	111.40	12.47	-38.583	0.0000
EQU	0	16/12/11	16:20:54	16:20:56	-60.6926	-0.0418	-1.01	NaN	12748141.00	423.88	13503132.00	0.16	27.90	966.02	965.61	-0.31	3.31	80.50	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.37	8.25	391.99	-0.87	0.312	0.0	0.00	1.750	28.304	32.162	111.50	12.47	-38.583	-1.7197
EQU	0	16/12/11	16:22:24	16:22:26	-60.6955	-0.0405	-1.02	NaN	12748822.00	423.66	13502472.00	0.16	27.90	966.02	965.59	-0.34	3.32	81.85	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.37	8.25	392.01	-0.88	0.316	0.0	0.00	1.760	28.308	32.156	111.50	12.48	-38.583	-1.7177
EQU	0	16/12/11	16:23:54	16:23:56	-60.6983	-0.0391	-1.02	NaN	12747016.00	422.80	13504033.00	0.16	27.90	966.02	965.62	-0.33	3.33	79.32	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.37	8.25	391.95	-0.87	0.313	0.0	0.00	1.747	28.278	32.131	111.70	12.50	-38.583	-1.7098
EQU	0	16/12/11	16:25:24	16:25:26	-60.7011	-0.0377	-1.01	NaN	12747826.00	421.75	13512951.00	0.16	27.90	965.99	965.60	-0.31	3.31	79.17	43.00	-55.29	9.82	9.64	9.85	0.37	4.62	21.37	8.14	392.31	-0.88	0.319	0.0	0.00	1.717	28.271	32.153	111.80	12.52	-38.583	-1.6984
EQU	128	16/12/11	16:26:54	16:26:56	-60.7038	-0.0367	-1.00	NaN	12750655.00	421.17	13502774.00	0.16	27.91	966.01	965.49	-0.36	3.32	80.96	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.37	8.14	391.68	-0.85	0.318	0.0	0.00	1.703	28.279	32.177	111.80	12.53	-38.583	-1.6975
EQU	0	16/12/11	16:28:24	16:28:26	-60.7065	-0.0363	-1.00	NaN	12749430.00	420.56	13510045.00	0.16	27.92	966.02	965.50	-0.31	3.31	80.45	43.00	-55.30	9.82	9.64	9.85	0.37	4.75	21.37	8.14	392.21	-0.86	0.315	0.0	0.00	1.701	28.256	32.150	111.80	12.53	-38.583	-1.7086
EQU	16384	16/12/11	16:29:54	16:29:56	-60.7091	-0.0367	-1.01	NaN	12749198.00	419.96	13515839.00	0.16	27.92	965.96	965.55	-0.27	3.31	81.33	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.37	8.14	392.32	-0.88	0.319	0.0	0.00	1.707	28.241	32.125	111.80	12.53	-38.583	-1.7891
EQU-DRAIN	0	16/12/11	16:31:24	16:31:26	-60.7115	-0.0356	-1.03	NaN	12751600.00	419.24	13508802.00	0.16	27.93	966.02	965.63	-0.28	3.30	80.14	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.37	8.14	399.22	-0.90	0.380	0.0	0.00	1.716	28.200	32.065	111.80	12.52	-38.583	-1.7133
EQU	0	16/12/11	16:33:16	16:33:18	-60.7148	-0.0341	-1.01	NaN	12763751.00	412.81	13502819.00	0.16	27.94	966.01	965.60	-0.30	3.31	82.89	43.00	-55.28	9.82	9.64	9.85	0.37	4.69	21.37	8.04	421.36	-0.88	0.312	0.0	0.00	1.845	28.235	31.979	111.50	12.46	-38.583	-1.7026
EQU	0	16/12/11	16:34:45	16:34:47	-60.7174	-0.0329	-1.00	NaN	12754947.00	417.27	13517269.00	0.16	27.94	965.97	965.60	-0.28	3.31	81.48	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.37	8.04	412.17	-0.86	0.313	0.0	0.00	1.764	28.215	32.036	111.80	12.51	-38.583	-1.6921
EQU	0	16/12/11	16:36:14	16:36:16	-60.7202	-0.0315	-0.99	NaN	12755229.00	417.83	13505993.00	0.15	27.94	965.96	965.62	-0.24	3.31	81.85	43.00	-55.32	9.82	9.64	9.85	0.37	4.69	21.37	8.04	407.83	-0.85	0.305	0.0	0.00	1.812	28.210	31.981	111.40	12.46	-38.583	-1.6620
EQU	0	16/12/11	16:37:44	16:37:46	-60.7230	-0.0302	-0.97	NaN	12750627.00	417.78	13512289.00	0.15	27.94	966.02	965.59	-0.41	3.32	80.19	43.00	-55.32	9.82	9.64	9.85	0.37	4.69	21.37	7.94	404.33	-0.83	0.291	0.0	0.00	1.822	28.217	31.979	111.30	12.45	-38.583	-1.6616
EQU	0	16/12/11	16:39:14	16:39:16	-60.7257	-0.0288	-0.96	NaN	12754813.00	417.85	13511274.00	0.16	27.94	965.96	965.69	-0.38	3.30	80.86	43.00	-55.33	9.82	9.64	9.85	0.37	4.69	21.37	7.94	400.98	-0.83	0.289	0.0	0.00	1.828	28.249	32.012	111.20	12.43	-38.583	-1.6903
EQU	0	16/12/11	16:40:44	16:40:46	-60.7280	-0.0275	-1.00	NaN	12755699.00	417.54	13503072.00	0.15	27.94	965.93	965.62	-0.24	3.31	81.48	43.00	-55.32	9.82	9.64	9.85	0.37	4.69	21.37	7.94	398.33	-0.84	0.328	0.0	0.00	1.834	28.228	31.981	111.20	12.43	-38.583	-1.6974
EQU	0	16/12/11	16:42:14	16:42:16	-60.7306	-0.0261	-1.01	NaN	12759102.00	415.98	13507042.00	0.15	27.94	965.91	965.55	-0.28	3.32	80.60	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.31	7.94	396.85	-0.89	0.307	0.0	0.00	1.872	28.233	31.948	111.00	12.40	-38.583	-1.6810
EQU	0	16/12/11	16:43:44	16:43:46	-60.7335	-0.0248	-0.98	NaN	12759507.00	415.54	13507284.00	0.15	27.94	966.04	965.64	-0.34	3.32	81.12	43.00	-55.32	9.82	9.64	9.85	0.37	4.69	21.37	7.94	394.92	-0.85	0.295	0.0	0.00	1.782	28.255	32.068	111.30	12.45	-38.583	-1.6789
EQU	0	16/12/11	16:45:15	16:45:17	-60.7364	-0.0235	-0.98	NaN	12756184.00	415.74	13512721.00	0.15	27.94	965.95	965.55	-0.33	3.33	81.53	43.00	-55.30	9.83	9.64	9.85	0.37	4.69	21.31	7.84	394.16	-0.85	0.292	0.0	0.00	1.810	28.219	31.994	111.20	12.43	-38.583	-1.6730
EQU	128	16/12/11	16:46:44	16:46:46	-60.7394	-0.0226	0.00	NaN	12759502.00	415.77	13508513.00	0.15	27.95	965.88	965.50	-0.28	3.32	82.63	43.00	-55.30	9.82	9.64	9.85	0.37	4.69	21.37	7.84	393.42	-0.84	0.293	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.6781
EQU	0	16/12/11	16:48:14	16:48:16	-60.7424	-0.0217	-0.98	NaN	12760579.00	415.65	13507876.00	0.15	27.95	965.93	965.41	-0.30	3.33	81.17	43.00	-55.30	9.82	9.64	9.85	0.37	4.69	21.37	7.84	393.20	-0.85	0.289	0.0	0.00	1.826	28.238	32.001	110.70	12.38	-38.583	-1.6692
EQU	0	16/12/11	16:49:44	16:49:46	-60.7455	-0.0208	-0.97	NaN	12757869.00	415.17	13504745.00	0.15	27.95	965.92	965.58	-0.25	3.32	81.48	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.31	7.74	392.43	-0.83	0.287	0.0	0.00	1.818	28.250	32.025	110.60	12.37	-38.583	9.0000
EQU	0	16/12/11	16:51:14	16:51:16	-60.7483	-0.0198	-0.96	NaN	12757127.00	415.24	13510086.00	0.15	27.96	965.94	965.62	-0.25	3.30	80.76	43.00	-55.31	9.82	9.64	9.85	0.37	4.62	21.31	7.74	392.06	-0.81	0.290	0.0	0.00	1.810	28.244	32.025	110.60	12.36	-38.583	-1.7451
EQU	128	16/12/11	16:52:44	16:52:46	-60.7508	-0.0189	-1.03	NaN	12757386.00	415.21	13509281.00	0.15	27.96	965.94	965.38	-0.38	3.31	80.14	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.25	7.74	397.30	-0.89	0.389	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7339
EQU	0	16/12/11	16:54:14	16:54:16	-60.7530	-0.0180	-1.03	NaN	12761642.00	413.47	13508553.00	0.15	27.95	965.94	965.40	-0.36	3.28	80.24	43.00	-55.33	9.82	9.64	9.85	0.37	4.69	21.31	7.74	395.98	-0.88	0.360	0.0	0.00	2.002	28.189	31.763	109.90	12.25	-38.583	-1.7363
EQU	0	16/12/11	16:55:45	16:55:47	-60.7552	-0.0171	-1.03	NaN	12762195.00	413.26	13506773.00	0.15	27.96	965.97	965.58	-0.15	3.29	82.63	43.00	-55.33	9.82	9.64	9.85	0.37	4.69	21.31	7.74	394.08	-0.89	0.338	0.0	0.00	1.981	28.196	31.792	109.80	12.24	-38.583	-1.7258
EQU	128	16/12/11	16:57:14	16:57:16	-60.7576	-0.0165	-1.03	NaN	12763389.00	412.54	13511523.00	0.15	27.96	965.94	965.56	-0.31	3.30	80.91	43.00	-55.30	9.82	9.64	9.85	0.37	4.62	21.25	7.64	398.58	-0.89	0.312	0.0	0.00	1.971	28.185	31.788	110.20	12.29	-38.583	-1.7218
EQU	0	16/12/11	16:58:44	16:58:46	-60.7602	-0.0151	-1.02	NaN	12765243.00	413.00	13500351.00	0.15	27.96	966.01	965.62	-0.32	3.30	81.02	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.31	7.64	395.04	-0.88	0.296	0.0	0.00	1.955	28.195	31.817	110.60	12.34	-38.583	-1.6987
EQU	0	16/12/11	17:00:14	17:00:16	-60.7629	-0.0136	-1.00	NaN	12756448.00	413.65	13515813.00	0.15	27.96	965.97	965.61	-0.29	3.31	80.86	43.00	-55.27	9.82	9.64	9.85	0.37	4.69	21.31	7.64	393.23	-0.87	0.295	0.0	0.00	1.860	28.199	31.919	111.10	12.42	-38.583	-1.7150
EQU-DRAIN	0	16/12/11	17:01:44	17:01:46	-60.7654	-0.0127	-1.01	NaN	12762052.00	414.09	13501179.00	0.15	27.96	965.91	965.57	-0.33	3.31	80.81	43.00	-55.28	9.82	9.64	9.85	0.37	4.75	21.31	7.64	392.44	-0.87	0.297	0.0	0.00	1.842	28.223	31.966	111.30	12.44	-38.583	-1.7073
EQU	0	16/12/11	17:03:36	17:03:38	-60.7686	-0.0117	-1.00	NaN	12763076.00	411.15	13509773.00	0.15	27.97	966.00	965.64	-0.32	3.32	80.76	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.31	7.53	392.17	-0.87	0.298	0.0	0.00	1.805	28.188	31.960	111.30	12.45	-38.583	-1.6969
EQU	0	16/12/11	17:05:04	17:05:06	-60.7712	-0.0106	-1.00	NaN	12760675.00	413.80	13510532.00	0.15	27.96	966.01	965.64	-0.37	3.32	81.02	43.00	-55.30	9.82	9.64	9.85	0.37	4.69	21.31	7.53	392.02	-0.85	0.309	0.0	0.00	1.777	28.172	31.968	111.20	12.45	-38.583	-1.7177
EQU	128	16/12/11	17:06:34	17:06:36	-60.7739	-0.0098	-1.00	NaN	12761271.00	414.25	13508070.00	0.15	27.96	966.01	965.61	-0.28	3.31	80.71	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.31	7.53	391.93	-0.85	0.314	0.0	0.00	1.754	28.190	32.015	111.20	12.45	-38.583	-1.7068
EQU	0	16/12/11	17:08:04	17:08:06	-60.7765	-0.0089	-1.00	NaN	12759566.00	414.30	13513710.00	0.15	27.97	965.98	965.59	-0.22	3.31	82.21	43.00	-55.31	9.82	9.64	9.85	0.37	4.69	21.31	7.53	392.10	-0.87	0.287	0.0	0.00	1.731	28.181	32.026	111.10	12.44	-38.583	-1.7517
EQU	0	16/12/11	17:09:34	17:09:36	-60.7786	-0.0081	-1.03	NaN	12762627.00	414.39	13506327.00	0.15	27.96	965.97	965.65	-0.31	3.30	80.86	43.00	-55.33	9.82	9.64	9.85	0.37	4.69	21.31	7.53	393.54	-0.88	0.367	0.0	0.00	1.730	28.208	32.062	110.90	12.42	-38.583	-1.7450
EQU	0	16/12/11	17:11:04	17:11:06	-60.7805	-0.0069	-1.05	NaN	12762467.00	413.26	13509565.00	0.15	27.96	965.94	965.65	-0.31	3.29	82.11	43.00	-55.34	9.82	9.64	9.85	0.37	4.75	21.25	7.43	414.52	-0.90	0.330	0.0	0.00	1.739	28.163	31.995	110.60	12.39	-38.583	-1.7548
EQU	128	16/12/11	17:12:35	17:12:37	-60.7825	-0.0065	-1.04	NaN	12761834.00	413.46	13508313.00	0.15	27.96	965.94	965.69	-0.37	3.30	80.24	43.00	-55.31	9.82	9.64	9.85	0.37	4.75	21.25	7.43	404.41	-0.91	0.354	0.0	0.00	1.715	28.170	32.030	110.50	12.38	-38.583	-1.7787
EQU	0	16/12/11	17:14:04	17:14:06	-60.7845	-0.0047	-1.07	NaN	12762466.00	413.31	13508390.00	0.15	27.96	965.91	965.60	-0.33	3.29	79.88	43.00	-55.29	9.82	9.64	9.85	0.37	4.69	21.25	7.43	404.78	-0.93	0.374	0.0	0.00	1.710	28.141	31.998	110.40	12.38	-38.583	-1.7519
EQU	0	16/12/11	17:15:34	17:15:36	-60.7868	-0.0043	-1.05	NaN	12760285.00	412.69	13506387.00	0.15	27.96	965.87	965.48	-0.32	3.29	81.48	43.00	-55.29	9.82	9.64	9.85	0.37	3.56	21.31	7.43	399.29	-0.92	0.331	0.0	0.00	1.688	28.134	32.011	110.40	12.39	-38.583	-1.7420
EQU	128	16/12/11	17:17:04	17:17:06	-60.7893	-0.0047	-1.04	NaN	12763221.00	412.90	13506654.00	0.15	27.96	965.92	965.45	-0.41	3.30	78.86	43.00	-55.29	9.82	9.64	9.85	0.37	4.44	21.25	7.43	395.12	-0.90	0.340	0.0	0.00	0.000	0.000	0.000	0.00	0.00	0.000	-1.7290
EQU	0	16/12/11	17:18:34	17:18:36	-60.7920	-0.0053	-1.04	NaN	12760545.00	413.09	13503176.00	0.15	27.96	965.90	965.44	-0.25	3.32	80.50	43.00	-55.28	9.82	9.64	9.85	0.37	4.56	21.25	7.33	393.56	-0.91	0.329	0.0	0.00	1.713	28.132	31.983	110.20	12.36	-38.583	-1.7316
EQU	0	16/12/11	17:20:04	17:20:06	-60.7944	-0.0057	-1.03	NaN	12757913.00	413.27	13519708.00	0.15	27.96	965.88	965.57	-0.31	3.31	81.12	43.00	-55.28	9.82	9.64	9.85	0.37	4.62	21.31	7.43	392.75	-0.90	0.336	0.0	0.00	1.729	28.140	31.977	110.10	12.35	-38.583	-1.7581
