Depth,Temperature
1.5,-1.0729
1.45,-1.0729
1.5,-1.0734
1.45,-1.0734
1.493,-1.0729
1.45,-1.0719
1.5,-1.0719
1.45,-1.0722
1.5,-1.0717
1.443,-1.071
1.5,-1.071
1.45,-1.071
1.5,-1.0714
1.5,-1.0717
1.443,-1.0723
1.5,-1.0725
1.5,-1.0737
1.45,-1.0734
1.5,-1.0733
1.45,-1.0733
1.493,-1.0734
1.45,-1.0734
1.5,-1.0731
1.45,-1.0729
1.5,-1.0733
1.443,-1.0736
1.5,-1.074
1.5,-1.0743
1.45,-1.0745
1.45,-1.0745
1.493,-1.0745
1.45,-1.0746
1.45,-1.0745
1.5,-1.0741
1.45,-1.0739
1.493,-1.074
1.45,-1.0739
1.45,-1.0737
1.5,-1.0739
1.394,-1.0742
1.443,-1.0746
1.5,-1.0746
1.5,-1.0743
1.45,-1.0746
1.45,-1.0745
1.493,-1.0743
1.45,-1.0745
1.5,-1.0745
1.5,-1.0742
1.45,-1.0742
1.443,-1.074
1.55,-1.0743
1.45,-1.0744
1.5,-1.0757
1.45,-1.0778
1.493,-1.0785
1.5,-1.0787
1.5,-1.079
1.5,-1.079
1.45,-1.0783
1.493,-1.077
1.5,-1.0756
1.5,-1.0746
1.45,-1.0746
1.5,-1.074
1.493,-1.074
1.5,-1.0737
1.5,-1.0739
1.45,-1.0737
1.5,-1.074
1.3869999999999998,-1.0741
1.606,-1.0742
1.5,-1.0758
1.5,-1.0817
1.5,-1.0907
1.45,-1.0967
1.493,-1.0994
1.5,-1.0996
1.5,-1.0996
1.5,-1.1003
1.5,-1.1015
1.493,-1.1032
1.5,-1.1052
1.45,-1.1059
1.5,-1.1062
1.5,-1.1053
1.493,-1.103
1.5,-1.0994
1.5,-1.095
1.5,-1.0923
1.5,-1.0897
1.493,-1.0867
1.55,-1.084
1.45,-1.082
1.5,-1.0799
1.5,-1.0787
1.55,-1.0773
1.5,-1.0768
1.5,-1.0758
1.5,-1.0751
1.55,-1.0753
1.443,-1.0753
1.5,-1.0757
1.5,-1.0758
1.55,-1.0759
1.5,-1.0758
1.493,-1.0757
1.5,-1.0754
1.5,-1.0751
1.5,-1.0754
1.5,-1.0755
1.443,-1.0755
1.5,-1.0757
1.5,-1.0759
1.5,-1.0757
1.5,-1.0758
1.3869999999999998,-1.0757
1.606,-1.0761
1.45,-1.0769
1.5,-1.0772
1.5,-1.0778
1.45,-1.0792
1.493,-1.0803
1.5,-1.0817
1.45,-1.0832
1.5,-1.0841
1.5,-1.0843
1.493,-1.0846
1.5,-1.0854
1.45,-1.0858
1.55,-1.0859999999999999
1.5,-1.0858
1.493,-1.0863
1.5,-1.0851
1.5,-1.0841
1.5,-1.0841
1.5,-1.0839
1.493,-1.0846
1.5,-1.0856
1.5,-1.0864
1.55,-1.0861
1.45,-1.0849
1.493,-1.0839
1.55,-1.0837
1.5,-1.0841
1.45,-1.0841
1.55,-1.0844
1.443,-1.0841
1.55,-1.0829
1.45,-1.0816
1.5,-1.08
1.5,-1.0793
1.493,-1.0803
1.5,-1.0824
1.5,-1.0846
1.5,-1.0854
1.5,-1.0864
1.443,-1.0875
1.55,-1.088
1.45,-1.0882
1.5,-1.0887
1.55,-1.0885
1.443,-1.0884
1.45,-1.0876
1.5,-1.0878
1.55,-1.0876
1.45,-1.0872
1.5,-1.087
1.493,-1.0869
1.5,-1.088
1.5,-1.0888
1.5,-1.0882
1.5,-1.0875
1.443,-1.0874
1.55,-1.0887
1.5,-1.09
1.5,-1.0914
1.5,-1.0902
1.493,-1.0892
1.55,-1.0906
1.45,-1.0897
1.55,-1.0878
1.5,-1.0887
1.493,-1.0899
1.5,-1.0914
1.5,-1.0934
1.55,-1.0941
1.5,-1.0938
1.443,-1.0929
1.55,-1.0922
1.5,-1.0917
1.5,-1.0919
1.5,-1.0929
1.55,-1.0932
1.45,-1.0931
1.5,-1.0937
1.5,-1.0946
1.5,-1.0944
1.55,-1.0933
1.5,-1.0929
1.5,-1.0923
1.5,-1.0911
1.55,-1.0897
1.493,-1.0895
1.5,-1.0896
1.5,-1.0907
1.5,-1.0908
1.55,-1.0897
1.443,-1.09
1.55,-1.0911
1.5,-1.092
1.45,-1.0927
1.55,-1.0919
1.5,-1.0907
1.493,-1.0907
1.5,-1.0899
1.5,-1.089
1.5,-1.0882
1.5,-1.0878
1.493,-1.0878
1.55,-1.0885
1.45,-1.0893
1.55,-1.0902
1.45,-1.0915
1.55,-1.0932
1.5,-1.0939
1.45,-1.0941
1.55,-1.0935
1.5,-1.0931
1.443,-1.0932
1.55,-1.0947
1.45,-1.0962
1.5,-1.0963
1.5,-1.0931
1.493,-1.0892
1.5,-1.0871
1.45,-1.0867
1.5,-1.0861
1.5,-1.0848
1.493,-1.0852
1.5,-1.0866
1.45,-1.0887
1.5,-1.0903
1.55,-1.0895
1.443,-1.0901
1.45,-1.0908
1.5,-1.0912
1.5,-1.0908
1.55,-1.0899
1.443,-1.0897
1.5,-1.0899
1.5,-1.0918
1.5,-1.0967
1.5,-1.0999
1.493,-1.1
1.5,-1.0994
1.5,-1.0978
1.5,-1.0956
1.55,-1.0935
1.45,-1.0937
1.55,-1.0931
1.5,-1.092
1.45,-1.0919
1.55,-1.0927
1.5,-1.0943
1.493,-1.0955
1.5,-1.0961
1.5,-1.097
1.45,-1.097
1.55,-1.0962
1.493,-1.0949
1.5,-1.0969
1.5,-1.0996
1.5,-1.0997
1.5,-1.0996
1.443,-1.0994
1.55,-1.0984
1.5,-1.0984
1.5,-1.0979
1.45,-1.0973
1.493,-1.0992
1.55,-1.1017
1.5,-1.1032
1.5,-1.104
1.5,-1.1041
1.493,-1.1035
1.45,-1.1035
1.55,-1.1029
1.45,-1.1014
1.5,-1.0999
1.493,-1.0986
1.55,-1.0982
1.45,-1.0979
1.5,-1.0978
1.5,-1.0974
1.493,-1.0971
1.55,-1.0969
1.5,-1.0967
1.45,-1.0971
1.5,-1.0984
1.55,-1.0984
1.5,-1.0971
1.45,-1.0966
1.55,-1.0962
1.5,-1.0963
1.45,-1.0967
1.55,-1.0964
1.5,-1.0969
1.5,-1.097
1.5,-1.0968
1.5,-1.0951
1.493,-1.0928
1.5,-1.0925
1.5,-1.0937
1.5,-1.0946
1.5,-1.0939
1.493,-1.0946
1.5,-1.0955
1.5,-1.0963
1.5,-1.0964
1.5,-1.0964
1.493,-1.0962
1.45,-1.0967
1.5,-1.0958
1.55,-1.0951
1.45,-1.0946
1.493,-1.0922
1.5,-1.0919
1.5,-1.0911
1.5,-1.0885
1.5,-1.0888
1.493,-1.0899
1.45,-1.0917
1.5,-1.0929
1.5,-1.093
1.45,-1.0923
1.493,-1.0915
1.5,-1.0914
1.45,-1.0925
1.5,-1.0935
1.5,-1.0939
1.443,-1.0943
1.5,-1.0946
1.5,-1.0953
1.45,-1.097
1.5,-1.0976
1.493,-1.0958
1.45,-1.0938
1.5,-1.0926
1.45,-1.0915
1.45,-1.0878
1.337,-1.0855
1.606,-1.0849
1.55,-1.0829
1.5,-1.0813
1.45,-1.0809
1.5,-1.081
1.443,-1.0824
1.55,-1.0836
1.45,-1.0819
1.55,-1.0814
1.45,-1.0815
1.55,-1.0819
1.5,-1.0817
1.5,-1.0825
1.55,-1.0828
1.55,-1.0817
1.493,-1.0813
1.5,-1.0819
1.55,-1.0852
1.55,-1.0866
1.55,-1.0873
1.55,-1.0899
1.55,-1.0917
1.55,-1.0923
1.55,-1.0892
1.55,-1.0848
1.55,-1.0813
1.55,-1.0784
1.5,-1.077
1.606,-1.0772
1.5,-1.0805
1.55,-1.082
1.55,-1.0832
1.55,-1.0828
1.606,-1.0829
1.606,-1.0873
1.599,-1.0885
1.656,-1.0914
1.656,-1.0943
1.656,-1.0962
1.606,-1.0967
1.7619999999999998,-1.0978
1.649,-1.0978
1.7619999999999998,-1.0967
1.705,-1.0949
1.7619999999999998,-1.0899
1.7619999999999998,-1.0873
1.805,-1.089
1.812,-1.0899
1.7619999999999998,-1.0902
1.7619999999999998,-1.091
1.812,-1.091
1.861,-1.091
1.7619999999999998,-1.0922
1.812,-1.0929
1.812,-1.0925
1.812,-1.0902
1.805,-1.0875
1.918,-1.0819
1.812,-1.0649
1.861,-1.0519
1.918,-1.0445
1.861,-1.0376
1.911,-1.0421
1.918,-1.0481
1.968,-1.0518
1.918,-1.0527
1.968,-1.0507
1.911,-1.05
2.024,-1.0503
1.968,-1.048
2.074,-1.0475
1.968,-1.0498
2.024,-1.0531
2.067,-1.0531
2.024,-1.0501
2.074,-1.0473
2.074,-1.0439
2.074,-1.0418
2.067,-1.0407
2.123,-1.0425
2.123,-1.0442
2.123,-1.0453
2.123,-1.0466
2.18,-1.0473
2.173,-1.0489
2.18,-1.0475
2.23,-1.0451
2.23,-1.0474
2.23,-1.0445
2.23,-1.0371
2.23,-1.0377
2.279,-1.0383
2.279,-1.0344
2.279,-1.0373
2.279,-1.046
2.279,-1.0503
2.385,-1.0527
2.336,-1.0544
2.336,-1.0522
2.385,-1.0498
2.23,-1.0477
2.492,-1.0454
2.442,-1.0436
2.442,-1.0451
2.385,-1.0425
2.442,-1.0371
2.435,-1.0354
2.492,-1.0401
2.492,-1.0522
2.442,-1.0574
2.5980000000000003,-1.0592
2.492,-1.0626
2.541,-1.0637
2.541,-1.0624
2.541,-1.0587
2.541,-1.0526
2.648,-1.0474
2.541,-1.0490000000000002
2.648,-1.0497
2.648,-1.0466
2.5980000000000003,-1.0490000000000002
2.697,-1.0495
2.648,-1.0559
2.697,-1.063
2.648,-1.0702
2.754,-1.0959
2.754,-1.1167
2.697,-1.1108
2.754,-1.0933
2.754,-1.0824
2.803,-1.0917
2.754,-1.1159
2.803,-1.1323
2.86,-1.1376
2.803,-1.1268
2.91,-1.1052
2.853,-1.0788
2.91,-1.0651
2.86,-1.0609
2.959,-1.0602
2.91,-1.0596
3.016,-1.0595
3.009,-1.0512
3.016,-1.0389
3.016,-1.0371
3.016,-1.0577
3.0660000000000003,-1.0864
3.0660000000000003,-1.1033
3.115,-1.1091
3.115,-1.0984
3.115,-1.1097
3.115,-1.1237
3.172,-1.1325
3.172,-1.1298
3.172,-1.1257
3.165,-1.1296
3.221,-1.1327
3.221,-1.133
3.278,-1.1312
3.278,-1.1289
3.278,-1.1304
3.3280000000000003,-1.1304
3.377,-1.1296
3.3280000000000003,-1.1295
3.377,-1.1293
3.377,-1.1297
3.377,-1.1331
3.434,-1.1394
3.484,-1.145
3.484,-1.1486
3.484,-1.1508
3.533,-1.1533
3.533,-1.1553
3.533,-1.1568
3.533,-1.1587
3.533,-1.1559
3.696,-1.1505
3.59,-1.1486
3.639,-1.1559
3.639,-1.1602
3.696,-1.1601
3.689,-1.1603
3.746,-1.1641
3.696,-1.1668
3.795,-1.1674
3.746,-1.1684
3.795,-1.1685
3.852,-1.1639
3.795,-1.1559
3.901,-1.156
3.852,-1.158
3.852,-1.158
3.951,-1.1591
3.901,-1.1591
3.951,-1.1552
3.951,-1.1493
4.008,-1.1449
4.008,-1.1444
3.951,-1.1471
4.114,-1.1488
4.114,-1.1508
4.114,-1.1528
4.107,-1.1548
4.164,-1.155
4.213,-1.1554
4.164,-1.1572
4.164,-1.1582
4.27,-1.1591
4.27,-1.1604
4.319,-1.1637
4.263,-1.1661
4.369,-1.1684
4.319,-1.1713
4.369,-1.1744
4.369,-1.1743
4.426,-1.172
4.426,-1.1678
4.426,-1.1653
4.475,-1.1667
4.475,-1.1698
4.475,-1.1734
4.532,-1.172
4.582,-1.1687
4.582,-1.1681
4.582,-1.1702
4.582,-1.1722
4.631,-1.1724
4.688,-1.1722
4.688,-1.1718
4.688,-1.1707
4.688,-1.1678
4.787,-1.1657
4.737,-1.1598
4.787,-1.153
4.787,-1.1524
4.8439999999999985,-1.1559
4.893,-1.16
4.8439999999999985,-1.1635
4.8439999999999985,-1.1646
4.95,-1.1659
4.95,-1.1676
4.95,-1.1692
5.0,-1.1711
5.0,-1.1719
5.0,-1.1711
5.049,-1.1703
5.049,-1.1698
5.106,-1.169
5.106,-1.1676
5.155,-1.1672
5.155,-1.1666
5.155,-1.1664
5.205,-1.169
5.2620000000000005,-1.1668
5.205,-1.1607
5.205,-1.158
5.311,-1.1609
5.311,-1.1646
5.311,-1.1661
5.3679999999999986,-1.1665
5.311,-1.1669
5.417999999999998,-1.1686
5.417999999999998,-1.1726
5.4670000000000005,-1.171
5.417999999999998,-1.1882
5.4670000000000005,-1.2201
5.524,-1.2408
5.524,-1.2525
5.524,-1.2599
5.573,-1.266
5.573,-1.2675
5.622999999999998,-1.2667
5.622999999999998,-1.2696
5.622999999999998,-1.271
5.68,-1.2643
5.729,-1.2379
5.68,-1.213
5.729,-1.2079
5.7860000000000005,-1.2253
5.729,-1.2418
5.835,-1.25
5.7860000000000005,-1.2525
5.885,-1.2531
5.885,-1.254
5.885,-1.2546
5.885,-1.2556
5.942,-1.2567
5.9910000000000005,-1.2567
5.942,-1.2566
5.9910000000000005,-1.2566
6.041,-1.2568
6.041,-1.2567
6.098,-1.2564
6.147,-1.2572
6.098,-1.2575
6.147,-1.2561
6.147,-1.2572
6.204,-1.2593
6.252999999999999,-1.2612
6.204,-1.2634
6.252999999999999,-1.2649
6.303,-1.2636
6.303,-1.2631
6.303,-1.2659
6.36,-1.2701
6.409,-1.2754
6.409,-1.2747
6.409,-1.2662
6.459,-1.2599
6.459,-1.258
6.516,-1.2573
6.516,-1.2576
6.565,-1.2579
6.565,-1.2584
6.565,-1.258
6.622000000000001,-1.2578
6.671,-1.2579
6.671,-1.2585
6.671,-1.2598
6.721,-1.2608
6.721,-1.2613
6.778,-1.2619
6.778,-1.2626
6.778,-1.2654
6.827000000000001,-1.2701
6.877000000000002,-1.2741
6.877000000000002,-1.2773
6.827000000000001,-1.2789
6.983,-1.2785
6.877000000000002,-1.2785
7.04,-1.2770000000000001
6.983,-1.2769
7.04,-1.2762
7.04,-1.2739
7.04,-1.2726
7.089,-1.2723
7.089,-1.2728
7.1960000000000015,-1.2736
7.1389999999999985,-1.2734
7.1960000000000015,-1.2726
7.245,-1.2723
7.245,-1.2696
7.1960000000000015,-1.2623
7.352,-1.2555
7.295,-1.2535
7.352,-1.254
7.401,-1.2547
7.352,-1.2587
7.401,-1.2635
7.401,-1.2662
7.5070000000000014,-1.2707
7.401,-1.2751
7.5070000000000014,-1.2779
7.557,-1.2789
7.557,-1.2802
7.557,-1.2803
7.614,-1.2809
7.614,-1.2817
7.6629999999999985,-1.2823
7.6629999999999985,-1.2822
7.6629999999999985,-1.2819
7.712999999999999,-1.2815
7.77,-1.2816
7.712999999999999,-1.2822
7.819,-1.2831
7.819,-1.2827
7.819,-1.2821
7.876,-1.2816
7.876,-1.2817
7.925,-1.2816
7.925,-1.2813
7.975,-1.2817
7.975,-1.2813
8.032,-1.281
8.032,-1.2812
8.032,-1.2807
8.081,-1.2807
8.081,-1.2809
8.187999999999999,-1.2812
8.131,-1.2828
8.032,-1.2843
8.343,-1.285
8.237,-1.2827
8.294,-1.2796
8.237,-1.2797
8.343,-1.2804
8.343,-1.2801
8.343,-1.2797
8.392999999999999,-1.2802
8.343,-1.2772
8.45,-1.2734
8.45,-1.2711
8.499,-1.2702
8.499,-1.2704
8.499,-1.2711
8.549,-1.2737
8.606,-1.2776
8.549,-1.2790000000000001
8.606,-1.2745
8.655,-1.2686
8.712,-1.2662
8.655,-1.2654
8.761000000000001,-1.2646
8.712,-1.2607
8.712,-1.2590000000000001
8.868,-1.2628
8.811,-1.2652
8.868,-1.2663
8.868,-1.2670000000000001
8.868,-1.2684
8.811,-1.2686
9.024,-1.2686
9.024,-1.2698
8.967,-1.2714
8.967,-1.2704
9.073,-1.2689
9.073,-1.2690000000000001
9.073,-1.2687
9.073,-1.2693
9.229,-1.2722
9.13,-1.2711
9.229,-1.2677
9.179,-1.2646
9.229,-1.2633
9.335,-1.2631
9.286,-1.263
9.286,-1.2642
9.335,-1.2648
9.385,-1.2648
9.385,-1.2654
9.442,-1.2674
9.442,-1.2682
9.442,-1.2679
9.548,-1.2671
9.491,-1.2635
9.548,-1.2604
9.597,-1.2603
9.548,-1.2645
9.647,-1.2692
9.647,-1.2728
9.647,-1.2718
9.753,-1.2713
9.704,-1.274
9.753,-1.2762
9.753,-1.2733
9.803,-1.2755
9.86,-1.2804
9.803,-1.2832
9.909,-1.2845
9.909,-1.2841
9.909,-1.2832
9.909,-1.2824
10.015,-1.2827
10.015,-1.2837
10.015,-1.2845
10.015,-1.2843
10.122,-1.2836
10.065,-1.2831
10.171,-1.2805
10.122,-1.2787
10.228,-1.2789
10.171,-1.2797
10.278,-1.2792
10.228,-1.2781
10.228,-1.2783
10.327,-1.2798
10.327,-1.2814
10.384,-1.2824
10.384,-1.2831
10.327,-1.2829
10.483,-1.2831
10.433,-1.2833
10.54,-1.2834
10.483,-1.2832
10.54,-1.2831
10.589,-1.2831
10.54,-1.2841
10.646,-1.2868
10.646,-1.2896
10.696,-1.2918
10.696,-1.2923
10.745,-1.2911
10.745,-1.2922
10.802,-1.296
10.802,-1.2965
10.851,-1.296
10.851,-1.294
10.901,-1.2931
10.901,-1.2922
10.958,-1.2925
11.007,-1.2930000000000001
10.958,-1.2915
11.007,-1.2902
11.064,-1.2891
11.114,-1.2883
11.114,-1.2869
11.114,-1.2868
11.114,-1.2869
11.22,-1.2871
11.22,-1.2871
11.22,-1.2874
11.269,-1.2876
11.269,-1.2886
11.319,-1.2901
11.376,-1.2907
11.376,-1.2898
11.376,-1.2891
11.376,-1.2890000000000001
11.482,-1.2890000000000001
11.482,-1.2899
11.482,-1.2903
11.532,-1.291
11.581,-1.2919
11.581,-1.2928
11.638,-1.2934
11.581,-1.2939
11.638,-1.2944
11.737,-1.2965
11.737,-1.2975
11.687,-1.2978
11.794,-1.2992
11.794,-1.2998
11.794,-1.2974
11.843,-1.2955
11.9,-1.2945
11.893,-1.294
11.9,-1.2937
11.95,-1.2922
11.999,-1.2905
11.999,-1.2891
11.999,-1.2886
12.056,-1.2889
12.105,-1.2898
12.056,-1.2919999999999998
12.155,-1.2941
12.155,-1.2966
12.155,-1.2992
12.261,-1.3019
12.212,-1.3033
12.261,-1.3037
12.318,-1.3034
12.261,-1.3027
12.318,-1.3018
12.417,-1.3007
12.368,-1.3007
12.417,-1.3017
12.474,-1.3021
12.474,-1.3014
12.474,-1.2974
12.523,-1.2967
12.573,-1.2979
12.573,-1.2993
12.573,-1.3013
12.63,-1.3033
12.63,-1.3043
12.679,-1.3042
12.736,-1.3037
12.736,-1.3033
12.786,-1.3038
12.786,-1.304
12.786,-1.3037
12.835,-1.3036
12.885,-1.3022
12.892,-1.3016
12.892,-1.3033
12.941,-1.3046
12.991,-1.3057
12.941,-1.3058
13.048,-1.3056
13.048,-1.3053
13.097,-1.3056
13.097,-1.3061
13.154000000000002,-1.3048
13.097,-1.3036
13.204,-1.3024
13.204,-1.3011
13.253,-1.3009
13.253,-1.2990000000000002
13.31,-1.2969
13.253,-1.2949
13.359000000000002,-1.2936
13.31,-1.2949
13.409,-1.2989
13.409,-1.3011
13.466,-1.3007
13.466,-1.2985
13.466,-1.2965
13.515,-1.2981
13.572,-1.3011
13.565,-1.3030000000000002
13.622,-1.3043
13.622,-1.3057
13.671,-1.3069
13.671,-1.3072
13.728,-1.3075
13.728,-1.3089
13.777,-1.3086
13.777,-1.3068
13.827,-1.3071
13.777,-1.3075
13.933,-1.308
13.827,-1.3083
13.933,-1.3076
13.99,-1.3072
13.933,-1.3084
14.04,-1.3093
14.04,-1.3091
14.04,-1.3076
14.089,-1.3072
14.089,-1.3069
14.089,-1.3069
14.195,-1.3075
14.139,-1.308
14.245,-1.308
14.245,-1.3078
14.245,-1.3076
14.302,-1.3084
14.302,-1.3084
14.408,-1.3081
14.351,-1.3075
14.408,-1.3076
14.408,-1.3076
14.451,-1.3083
14.507,-1.3096
14.458,-1.3096
14.458,-1.3096
14.507,-1.3108
14.564,-1.3112
14.507,-1.3135
14.507,-1.3193
14.564,-1.3243
14.557,-1.3239
14.507,-1.3244
14.614,-1.3261
14.614,-1.3273
14.564,-1.3269
14.614,-1.3256
14.67,-1.3246
14.72,-1.3243
14.67,-1.3251
14.67,-1.3257
14.769,-1.3217
14.72,-1.3169
14.769,-1.3152
14.769,-1.3145
14.826,-1.3145
14.769,-1.3143
14.826,-1.3141
14.876,-1.3138
14.826,-1.3131
14.869000000000002,-1.3127
14.826,-1.3122
14.925,-1.3108
14.826,-1.3102
14.876,-1.3105
14.925,-1.3108
14.876,-1.3111
14.876,-1.3116
14.925,-1.3113
14.925,-1.3115
14.982,-1.31
14.982,-1.3073
14.982,-1.3054
14.925,-1.3044
15.032,-1.3058
15.032,-1.3075
15.032,-1.3098
14.982,-1.3118
15.081,-1.3122
15.138,-1.3159
14.982,-1.3209
15.138,-1.3247
15.088,-1.3296
15.187,-1.3398
15.088,-1.351
15.187,-1.3588
15.130999999999998,-1.3642
15.244000000000002,-1.3642
15.244000000000002,-1.3641
15.187,-1.3671
15.294,-1.3711
15.294,-1.3714
15.294,-1.3721
15.294,-1.3744
15.343,-1.3751
15.4,-1.3738
15.4,-1.3721
15.4,-1.3729
15.4,-1.3764
15.45,-1.3797
15.505999999999998,-1.3833
15.45,-1.3819
15.4,-1.3759
15.605,-1.3812
15.505999999999998,-1.3948
15.505999999999998,-1.4028
15.556,-1.3957
15.556,-1.3785
15.556,-1.3691
15.605,-1.3724
15.605,-1.3816
15.662,-1.3984
15.662,-1.4135
15.662,-1.4219
15.712,-1.4272
15.712,-1.4269
15.761,-1.4102
15.712,-1.3985
15.811,-1.4034
15.818,-1.4129
15.761,-1.4128
15.868,-1.3966
15.868,-1.3789
15.868,-1.3711
15.924,-1.3702
15.761,-1.3772
16.073,-1.3892
15.924,-1.3928
15.974,-1.3963
15.974,-1.412
16.023,-1.4256
15.974,-1.4336
16.023,-1.4365
16.073,-1.4380000000000002
16.08,-1.4385
16.13,-1.4380000000000002
16.08,-1.4367
16.13,-1.4365
16.179000000000002,-1.4363
16.13,-1.4380000000000002
16.229,-1.4393
16.179000000000002,-1.4399
16.179000000000002,-1.4399
16.285999999999998,-1.4394
16.236,-1.4381
16.285999999999998,-1.4380000000000002
16.285999999999998,-1.4388
16.335,-1.4396
16.342,-1.439
16.342,-1.4381
16.392,-1.4386
16.342,-1.4387
16.442,-1.4385
16.392,-1.439
16.491,-1.4395
16.442,-1.4393
16.442,-1.4388
16.548,-1.4396
16.548,-1.4401
